,review_scores_accuracy,review_scores_accuracy,review_scores_location,host_total_listings_count,number_of_reviews,latitude,longitude,availability_60,availability_30,bedrooms,calculated_host_listings_count_entire_homes,accommodates,calculated_host_listings_count_private_rooms,minimum_nights,number_of_reviews_l30d,availability_90,beds,review_scores_rating,maximum_nights,review_scores_cleanliness,review_scores_communication,host_listings_count,review_scores_checkin,availability_365,number_of_reviews_ltm,review_scores_value,calculated_host_listings_count
6031,4.57,4.57,4.9,1.0,47.0,19.35418,-99.2,58,28,1.0,1.0,2.0,0.0,1.0,0.0,88,2.0,4.68,1125,4.7,4.81,1.0,4.66,88,17.0,4.7,1.0
6032,4.61,4.61,4.81,1.0,31.0,19.36402,-99.16088,50,22,2.0,1.0,4.0,0.0,1.0,2.0,80,2.0,4.61,90,4.8,4.81,1.0,4.61,80,7.0,4.55,1.0
6033,4.793877426390403,4.793877426390403,4.845981243184297,2.0,0.0,19.43731,-99.18939,60,30,2.0,1.0,3.0,0.0,1.0,0.0,90,2.0,4.757116810608044,7,4.761881788440568,4.829862595419848,1.0,4.843370556161396,179,0.0,4.725268047982552,1.0
6034,4.66,4.66,4.7,21.0,27.0,19.4,-99.147,25,12,2.0,13.0,6.0,0.0,2.0,3.0,52,1.6,4.59,1125,4.51,4.64,20.0,4.9,326,36.0,4.6,13.0
6035,4.7,4.7,4.8,6.0,46.0,19.39316,-99.15969,23,1,1.0,4.0,2.0,0.0,2.0,0.0,53,1.0,4.8,180,4.8,4.72,5.0,4.72,93,1.0,4.8,4.0
6036,5.0,5.0,4.6,5.0,5.0,19.34828,-99.2,23,0,1.0,0.0,1.0,4.0,1.6,0.0,53,1.0,4.8,365,4.8,5.0,5.0,4.8,328,1.0,4.8,4.0
6037,4.98,4.98,4.68,3.0,41.0,19.37527,-99.18521,30,10,1.0,2.0,3.0,0.0,1.6,1.0,60,2.0,4.85,1125,4.9,4.85,2.0,4.98,335,9.0,4.61,2.0
6038,4.86,4.86,5.0,6.0,7.0,19.36838,-99.18668,0,0,1.0,1.0,1.0,4.0,3.0,0.0,23,1.0,4.57,1125,5.0,4.86,5.0,5.0,298,0.0,5.0,5.0
6039,4.9,4.9,4.92,1.0,52.0,19.42787,-99.16167,53,26,2.0,1.0,5.0,0.0,1.0,0.0,83,3.0,4.85,1125,4.88,4.98,1.0,5.0,358,10.0,4.73,1.0
6040,4.82,4.82,5.0,2.0,11.0,19.4,-99.18157,0,0,2.0,2.0,4.0,0.0,1.6,0.0,0,1.9678361335646877,5.0,1125,4.82,4.91,2.0,4.91,0,1.0,4.91,2.0
6041,4.89,4.89,4.96,7.3,113.0,19.41106,-99.17561,10,0,3.0,2.5,6.0,0.0,2.0,1.0,38,1.6,4.91,1125,4.88,4.92,6.2,4.94,86,28.0,4.82,4.9
6042,5.0,5.0,5.0,1.0,1.0,19.37094,-99.19319,0,0,1.5696453569762017,0.0,1.0,1.0,1.6,0.0,0,1.9678361335646877,5.0,31,5.0,5.0,1.0,5.0,0,0.0,5.0,1.0
6043,4.73,4.73,4.88,14.0,27.0,19.44418,-99.20618,40,20,2.0,12.0,4.0,0.0,1.0,5.0,70,2.0,4.66,600,4.8,4.93,12.0,4.89,160,10.9,4.52,12.0
6044,4.67,4.67,4.67,28.0,3.0,19.40651,-99.15919,29,10,1.0,2.0,2.0,0.7,1.0,0.0,58,1.0,5.0,10,5.0,5.0,26.0,5.0,139,0.0,5.0,13.0
6045,4.91,4.91,4.97,7.0,27.0,19.41729,-99.16653,34,12,1.0,7.0,2.0,0.0,1.0,0.9,64,1.0,4.92,90,4.92,4.98,7.0,4.96,338,10.9,4.83,7.0
6046,5.0,5.0,5.0,1.0,1.0,19.4,-99.14562,0,0,1.5696453569762017,0.0,2.0,1.0,2.0,0.0,0,1.9678361335646877,5.0,5,5.0,5.0,1.0,5.0,0,0.0,5.0,1.0
6047,5.0,5.0,5.0,4.0,49.0,19.4,-99.16339,37,13,2.0,3.0,4.0,0.0,1.6,3.0,58,3.0,5.0,1125,5.0,4.98,3.0,5.0,303,15.0,4.94,3.0
6048,4.82,4.82,4.95,17.0,27.0,19.40976,-99.1691,24,10,1.4,10.0,2.9,0.0,1.0,3.0,24,1.6,4.78,365,4.76,4.92,12.0,4.76,24,28.0,4.74,10.0
6049,5.0,5.0,4.96,1.0,28.0,19.43244,-99.21033,0,0,1.0,1.0,2.0,0.0,2.0,0.0,0,1.9678361335646877,4.96,1125,4.93,5.0,1.0,5.0,0,0.0,4.93,1.0
6050,4.793877426390403,4.793877426390403,4.845981243184297,2.0,0.0,19.4,-99.16337,0,0,2.0,1.0,6.0,0.0,1.6,0.0,0,1.9678361335646877,4.757116810608044,300,4.761881788440568,4.829862595419848,1.0,4.843370556161396,0,0.0,4.725268047982552,1.0
6051,4.7,4.7,4.8,7.3,133.0,19.41198,-99.17333,40,17,3.0,2.5,2.9,0.0,3.0,3.0,69,1.6,4.68,730,4.62,4.9,6.2,4.8,69,21.0,4.62,4.9
6052,4.67,4.67,4.87,7.3,70.0,19.43262,-99.16736,50,25,2.0,2.5,2.9,0.0,1.0,0.0,80,1.6,4.54,1125,4.7,4.63,6.2,4.63,355,6.0,4.64,4.9
6053,4.83,4.83,4.93,7.3,27.0,19.43247,-99.16756,22,6,0.0,2.5,4.0,0.0,1.0,5.0,36,2.0,4.75,1125,4.83,4.87,6.2,4.91,301,10.9,4.81,4.9
6054,4.94,4.94,4.96,4.0,69.0,19.43098,-99.14185,35,15,2.0,2.0,4.0,0.0,3.0,4.0,60,3.0,4.91,1125,4.87,4.91,2.0,4.93,150,29.0,4.9,2.0
6055,4.43,4.9,4.86,4.0,7.0,19.43097,-99.16113,0,0,2.0,2.0,4.0,0.0,1.6,0.0,0,1.9678361335646877,4.57,1125,4.8,4.71,2.0,5.0,0,3.0,4.43,2.0
6056,4.78,4.78,4.92,3.0,49.0,19.39975,-99.15826,59,29,1.0,1.0,1.0,2.0,1.0,0.0,89,1.0,4.71,1125,4.67,4.92,3.0,4.94,364,13.0,4.73,3.0
6057,4.7,4.7,4.91,26.0,46.0,19.43596,-99.20777,45,22,1.0,0.0,2.0,0.7,1.0,0.0,75,1.0,4.54,365,4.65,4.83,17.0,4.72,82,13.0,4.61,11.0
6058,4.88,4.88,4.95,4.0,42.0,19.43023,-99.20048,17,0,2.0,1.0,5.0,0.0,1.6,0.0,31,2.0,4.76,1125,4.95,5.0,2.0,4.98,39,10.0,4.83,1.0
6059,4.77,4.77,4.6,3.0,27.0,19.43732,-99.15196,35,16,1.0,0.0,2.0,3.0,2.0,4.0,65,1.0,4.69,90,4.65,4.86,3.0,4.86,155,10.9,4.68,3.0
6060,5.0,5.0,5.0,1.0,3.0,19.45263,-99.15922,0,0,1.0,1.0,2.0,0.0,2.0,0.0,0,1.9678361335646877,5.0,1125,5.0,5.0,1.0,5.0,0,0.0,5.0,1.0
6061,5.0,5.0,5.0,4.0,7.0,19.43121,-99.14161,0,0,2.0,2.0,4.0,0.0,1.6,0.0,0,1.9678361335646877,4.86,1125,5.0,5.0,2.0,5.0,0,0.0,5.0,2.0
6062,4.95,4.95,5.0,4.0,27.0,19.41923979061817,-99.15810984665696,16,9,1.0,4.0,2.0,0.0,1.0,2.0,34,1.0,4.95,65,4.95,4.97,4.0,4.97,117,40.0,4.87,4.0
6063,4.75,4.75,5.0,3.0,4.0,19.40031,-99.14709,0,0,3.0,1.0,6.0,0.0,3.0,0.0,0,1.9678361335646877,4.75,90,5.0,4.75,1.0,5.0,0,0.0,4.75,1.0
6064,4.87,4.87,4.93,3.0,15.0,19.46716,-99.16911,0,0,0.0,0.0,1.0,3.0,2.0,0.0,0,2.0,4.87,1125,4.8,5.0,3.0,5.0,267,0.0,4.8,3.0
6065,4.96,4.96,4.94,6.0,27.0,19.4,-99.1553955078125,52,22,1.0,1.0,4.0,5.0,1.0,1.0,81,2.0,4.93,1125,4.91,4.97,6.0,4.97,169,29.0,4.88,6.0
6066,4.97,4.97,5.0,3.0,64.0,19.4126,-99.17152,17,14,1.0,1.0,2.0,0.0,1.6,2.0,17,1.0,4.97,181,4.94,4.95,1.0,5.0,17,14.0,4.88,1.0
6067,4.83,4.83,5.0,1.0,6.0,19.40489,-99.15999,40,10,1.0,0.0,2.0,1.0,1.0,0.0,70,1.0,4.67,1125,4.5,5.0,1.0,5.0,70,0.0,4.5,1.0
6068,4.98,4.98,4.79,4.0,63.0,19.3982,-99.16853,2,2,2.0,1.0,4.0,0.0,1.6,1.0,2,2.0,4.98,30,4.92,5.0,4.0,5.0,42,16.0,4.94,1.0
6069,5.0,5.0,5.0,19.0,2.0,19.4,-99.12117,60,30,1.0,2.5,6.0,1.0,1.0,0.0,90,2.0,5.0,120,5.0,5.0,19.0,5.0,365,0.0,5.0,19.0
6070,4.87,4.87,4.94,7.0,27.0,19.428338,-99.172475,58,30,1.0,0.0,2.0,0.7,1.0,1.0,88,2.0,4.81,90,4.91,4.93,7.0,4.93,361,27.0,4.82,7.0
6071,4.65,4.65,4.95,6.0,43.0,19.3459,-99.16171,37,19,1.0,0.0,2.0,5.0,1.0,0.0,62,1.9678361335646877,4.74,365,4.8,4.84,6.0,4.88,331,1.0,4.63,6.0
6072,4.77,4.77,4.92,7.3,27.0,19.43448,-99.1675,13,6,2.0,2.5,6.0,0.0,1.0,0.9,32,3.0,4.71,1125,4.78,4.85,6.2,4.86,292,10.9,4.78,4.9
6073,4.793877426390403,4.793877426390403,4.845981243184297,3.0,0.0,19.39326,-99.18177,58,28,2.0,1.0,5.0,0.0,2.0,0.0,88,1.9678361335646877,4.757116810608044,365,4.761881788440568,4.829862595419848,1.0,4.843370556161396,363,0.0,4.725268047982552,1.0
6074,4.97,4.97,4.85,1.0,34.0,19.38762,-99.19084,0,0,2.0,1.0,4.0,0.0,2.0,0.0,0,1.9678361335646877,4.94,1125,4.82,4.97,1.0,4.94,0,0.0,4.94,1.0
6075,4.91,4.91,4.88,2.0,100.0,19.42779,-99.1529,0,0,2.0,2.0,4.0,0.0,2.0,0.0,0,1.9678361335646877,4.86,1125,4.88,4.95,2.0,4.9,0,0.0,4.89,2.0
6076,4.0,4.9,5.0,6.0,4.0,19.34628,-99.2,60,30,1.0,0.0,4.0,0.0,1.0,0.0,90,1.9678361335646877,4.8,365,5.0,4.9,2.0,5.0,365,0.0,4.8,2.0
6077,4.95,4.95,5.0,4.0,27.0,19.42014675447473,-99.15864072740078,32,15,1.0,4.0,2.0,0.0,1.0,2.0,60,1.0,4.98,65,4.96,4.97,4.0,4.98,236,39.0,4.88,4.0
6078,4.97,4.97,5.0,4.0,27.0,19.41991,-99.15786,17,5,1.0,4.0,2.0,0.0,1.0,3.0,42,1.0,4.96,65,4.99,4.97,4.0,4.97,126,37.0,4.91,4.0
6079,4.95,4.95,4.98,4.0,27.0,19.420869575915816,-99.15955521697636,21,10,1.0,4.0,2.0,0.0,1.0,5.0,45,1.0,4.94,90,4.96,4.99,4.0,4.95,198,48.0,4.85,4.0
6080,5.0,5.0,5.0,6.0,1.0,19.3474,-99.2,60,30,1.0,0.0,2.9,0.0,1.0,0.0,90,1.9678361335646877,5.0,365,5.0,5.0,2.0,5.0,365,0.0,5.0,2.0
6081,4.75,4.75,4.96,15.0,73.0,19.4298,-99.19988,31,11,3.0,4.0,2.9,0.0,1.0,2.0,61,1.6,4.71,1125,4.76,4.97,15.0,4.96,332,42.0,4.72,4.0
6082,4.96,4.96,4.97,1.0,27.0,19.41838,-99.16579,15,15,2.0,1.0,5.0,0.0,2.0,2.0,15,1.6,4.93,1125,4.89,4.95,1.0,4.97,15,28.0,4.92,1.0
6083,5.0,5.0,4.61,1.0,18.0,19.32972,-99.15854,0,0,1.0,0.0,1.0,1.0,1.0,3.0,5,1.0,4.78,30,4.78,4.94,1.0,4.78,5,8.0,4.83,1.0
6084,4.64,4.64,4.94,7.3,97.0,19.43407,-99.20154,41,20,1.0,0.0,2.0,0.7,1.0,1.0,62,1.0,4.54,365,4.68,4.72,6.2,4.9,337,7.0,4.61,11.0
6085,4.55,4.55,4.96,7.3,76.0,19.43251,-99.20087,60,30,1.0,0.0,3.0,0.7,1.0,0.0,90,2.0,4.53,365,4.62,4.74,6.2,4.84,365,7.0,4.61,11.0
6086,4.96,4.96,4.86,3.0,80.0,19.40126,-99.14501,41,21,1.0,1.0,2.0,0.0,3.0,0.0,71,2.0,4.96,45,4.99,4.99,2.0,4.96,161,0.0,4.85,1.0
6087,4.95,4.95,4.98,1.0,84.0,19.37495,-99.17598,21,17,1.0,1.0,2.0,0.0,3.0,0.0,45,2.0,4.85,1125,4.89,4.92,1.0,4.93,121,22.0,4.8,1.0
6088,4.793877426390403,4.793877426390403,4.845981243184297,37.0,0.0,19.4383,-99.16603,58,28,1.0,2.5,2.0,2.0,1.6,0.0,88,1.0,4.757116810608044,365,4.761881788440568,4.829862595419848,30.0,4.843370556161396,88,0.0,4.725268047982552,4.9
6089,5.0,5.0,5.0,9.0,25.0,19.34921,-99.16183,18,9,1.0,0.0,2.0,0.7,1.0,0.0,25,1.0,5.0,365,5.0,5.0,9.0,5.0,265,3.0,5.0,9.0
6090,4.88,4.88,4.87,5.0,27.0,19.37551,-99.14973,49,22,1.0,4.0,2.0,1.0,1.0,2.0,79,1.0,4.78,60,4.91,4.89,5.0,4.93,299,19.0,4.8,5.0
6091,4.93,4.93,4.96,9.0,57.0,19.41543,-99.17083,15,5,2.0,1.0,4.0,0.0,3.0,0.0,42,2.0,4.86,90,4.86,4.95,6.0,4.93,49,33.0,4.81,1.0
6092,4.0,4.9,5.0,10.0,1.0,19.43606,-99.19521,0,0,2.0,8.0,4.0,0.0,3.0,0.0,0,1.9678361335646877,5.0,31,5.0,5.0,9.0,5.0,0,0.0,5.0,9.0
6093,4.793877426390403,4.793877426390403,4.845981243184297,1.0,0.0,19.48428,-99.19575,0,0,3.0,0.0,1.0,1.0,2.0,0.0,0,1.9678361335646877,4.757116810608044,5,4.761881788440568,4.829862595419848,1.0,4.843370556161396,0,0.0,4.725268047982552,1.0
6094,4.99,4.99,4.95,4.0,91.0,19.43812,-99.2,44,17,2.0,2.0,4.0,0.0,2.0,2.0,74,2.0,4.97,1125,4.99,4.98,3.0,4.99,164,32.0,4.92,2.0
6095,4.83,4.83,4.8,6.0,103.0,19.40409469604492,-99.16024780273438,60,30,1.4,0.0,1.0,4.0,1.0,3.0,90,1.0,4.69,1125,4.74,4.83,6.0,4.89,365,15.0,4.65,6.0
6096,4.73,4.73,4.74,6.0,98.0,19.40409469604492,-99.16024780273438,60,30,1.0,0.0,1.0,4.0,1.0,2.0,90,1.0,4.68,1125,4.62,4.82,6.0,4.73,365,22.0,4.63,6.0
6097,4.73,4.73,4.96,7.0,27.0,19.34286,-99.19509,49,19,1.0,0.0,3.0,0.7,1.0,1.0,79,1.0,4.82,1125,4.86,4.89,7.0,4.88,354,11.0,4.76,7.0
6098,4.83,4.83,4.75,37.0,88.0,19.43666,-99.16602,32,2,1.0,2.5,3.0,2.0,1.6,0.0,62,1.0,4.78,180,4.9,4.82,30.0,4.76,337,3.0,4.78,4.9
6099,4.77,4.77,4.95,4.0,27.0,19.42933,-99.19183,55,27,1.0,0.0,1.0,4.0,1.0,1.0,81,1.0,4.67,1125,4.66,4.84,4.0,4.86,355,28.0,4.69,4.0
6100,4.61,4.61,4.86,20.0,27.0,19.43409,-99.15266,41,20,1.0,11.0,2.0,0.0,1.0,1.0,41,1.0,4.62,1125,4.67,4.84,20.0,4.82,41,47.0,4.59,11.0
6101,4.95,4.95,4.97,3.0,38.0,19.36201,-99.16365,0,0,2.0,2.0,5.0,0.0,2.0,0.0,1,1.9678361335646877,4.92,65,4.74,4.95,3.0,4.92,1,0.0,4.92,2.0
6102,4.75,4.75,4.92,8.0,27.0,19.41902,-99.17034,12,8,2.0,4.0,6.0,0.0,1.0,1.0,12,3.0,4.67,1125,4.63,4.79,6.0,4.84,62,10.9,4.7,4.0
6103,4.84,4.84,4.96,33.0,27.0,19.41736,-99.17745,30,14,2.0,9.0,4.0,1.0,1.0,1.0,50,2.0,4.81,365,4.81,4.86,21.0,4.83,317,48.0,4.79,10.0
6104,4.9,4.9,4.91,5.0,27.0,19.37575,-99.14953,18,3,1.0,4.0,2.0,1.0,1.0,0.0,46,1.0,4.86,60,4.96,4.94,5.0,4.93,266,19.0,4.86,5.0
6105,4.85,4.85,4.99,7.3,79.0,19.43572,-99.14536,15,9,1.0,2.5,4.0,0.0,1.0,1.0,26,2.0,4.85,1125,4.85,4.96,6.2,4.94,109,18.0,4.82,4.9
6106,4.6,4.6,4.7,7.3,10.0,19.4384,-99.18356,57,27,1.4,2.5,2.9,0.7,1.0,0.0,87,1.6,4.8,1125,4.7,4.7,6.2,4.7,357,1.0,4.4,4.9
6107,4.65,4.65,4.69,17.0,26.0,19.36854,-99.16361,0,0,1.0,0.0,2.0,0.7,2.0,0.0,13,2.0,4.77,100,4.81,4.88,15.0,4.65,103,2.0,4.65,14.0
6108,4.74,4.74,4.72,19.0,27.0,19.341094529517807,-99.2,36,15,1.0,2.5,3.0,0.0,1.0,3.0,63,1.0,4.77,1125,4.78,4.81,18.0,4.7,336,10.9,4.65,18.0
6109,4.793877426390403,4.793877426390403,4.845981243184297,1.0,0.0,19.37008,-99.14421,60,30,1.0,0.0,1.0,1.0,1.6,0.0,90,1.0,4.757116810608044,120,4.761881788440568,4.829862595419848,1.0,4.843370556161396,180,0.0,4.725268047982552,1.0
6110,4.72,4.72,4.68,17.0,25.0,19.36717,-99.16139,18,0,1.0,0.0,2.0,0.7,1.6,0.0,48,1.0,4.52,100,4.8,4.9,15.0,4.64,138,3.0,4.44,14.0
6111,5.0,5.0,4.78,1.0,9.0,19.4,-99.2,57,28,3.0,1.0,6.0,0.0,1.6,0.0,87,1.6,5.0,360,4.78,5.0,1.0,5.0,362,1.0,4.78,1.0
6112,4.86,4.86,4.93,1.0,14.0,19.3575,-99.12329,27,6,1.0,0.0,3.0,1.0,1.0,1.0,57,2.0,4.86,14,4.64,4.86,1.0,4.79,237,14.0,4.86,1.0
6113,4.793877426390403,4.793877426390403,4.845981243184297,1.0,0.0,19.45711,-99.21248,60,30,2.0,1.0,3.0,0.0,1.6,0.0,90,1.9678361335646877,4.757116810608044,364,4.761881788440568,4.829862595419848,1.0,4.843370556161396,180,0.0,4.725268047982552,1.0
6114,4.793877426390403,4.793877426390403,4.845981243184297,2.0,0.0,19.44637,-99.17132,23,0,1.0,0.0,1.0,2.0,1.0,0.0,53,1.0,4.757116810608044,365,4.761881788440568,4.829862595419848,2.0,4.843370556161396,233,0.0,4.725268047982552,2.0
6115,4.72,4.72,4.94,23.0,27.0,19.43409,-99.15405,9,6,1.0,9.0,2.0,1.0,1.0,1.0,9,1.0,4.66,1125,4.69,4.89,21.0,4.89,9,10.9,4.7,10.0
6116,4.793877426390403,4.793877426390403,4.845981243184297,4.0,0.0,19.41947,-99.17402,23,0,1.0,1.0,2.0,3.0,2.0,0.0,53,1.0,4.757116810608044,1125,4.761881788440568,4.829862595419848,4.0,4.843370556161396,328,0.0,4.725268047982552,4.0
6117,4.75,4.75,4.9,2.0,4.0,19.44546,-99.17095,54,24,1.0,0.0,1.0,2.0,2.0,0.0,84,1.0,4.75,730,5.0,4.75,2.0,4.75,359,4.0,4.75,2.0
6118,4.793877426390403,4.793877426390403,4.845981243184297,4.0,0.0,19.41936,-99.174,0,0,1.0,1.0,1.0,3.0,2.0,0.0,0,1.0,4.757116810608044,1125,4.761881788440568,4.829862595419848,4.0,4.843370556161396,267,0.0,4.725268047982552,4.0
6119,4.95,4.95,4.98,15.0,110.0,19.394665,-99.175934,35,20,2.0,15.0,7.0,0.0,2.0,2.0,65,1.6,4.93,365,4.95,4.97,15.0,4.9,308,18.0,4.85,15.0
6120,4.7,4.7,5.0,33.0,46.0,19.41188,-99.15909,54,30,1.4,3.0,2.9,0.7,2.0,0.0,84,1.6,4.8,1125,4.78,4.91,31.0,4.89,359,4.0,4.61,9.0
6121,4.91,4.91,5.0,7.3,23.0,19.4192,-99.15746,0,0,1.0,9.0,4.0,0.0,2.0,0.0,0,2.0,4.74,999,4.83,4.91,28.0,4.96,0,2.0,4.61,9.0
6122,4.95,4.95,4.86,1.0,106.0,19.48571,-99.19142,22,2,2.0,1.0,4.0,0.0,2.0,3.0,52,2.0,4.94,90,4.97,4.96,1.0,4.93,142,26.0,4.9,1.0
6123,4.89,4.89,4.97,7.0,27.0,19.41682,-99.16629,20,6,2.0,7.0,4.0,0.0,1.0,0.9,41,2.0,4.92,90,4.92,4.98,7.0,4.91,309,10.9,4.82,7.0
6124,4.88,4.88,4.83,7.3,27.0,19.4009,-99.1754,0,0,1.0,2.5,3.0,0.0,1.0,3.0,0,1.0,4.78,1125,4.85,4.88,6.2,4.9,0,33.0,4.66,4.9
6125,5.0,5.0,5.0,1.0,7.0,19.44155,-99.20119,0,0,1.4,1.0,6.0,0.0,2.0,0.0,0,1.6,4.71,365,4.43,5.0,1.0,5.0,0,0.0,4.71,1.0
6126,4.793877426390403,4.793877426390403,4.845981243184297,2.0,0.0,19.39534,-99.18746,0,0,1.5696453569762017,0.0,2.0,1.0,1.0,0.0,0,1.9678361335646877,4.757116810608044,1125,4.761881788440568,4.829862595419848,1.0,4.843370556161396,0,0.0,4.725268047982552,1.0
6127,4.93,4.93,4.73,2.0,45.0,19.38152,-99.15111,58,28,0.0,2.0,1.0,0.0,1.6,0.0,88,1.0,4.89,31,4.84,4.98,2.0,4.93,178,8.0,4.82,2.0
6128,4.53,4.53,5.0,8.0,17.0,19.429622,-99.2005272,17,5,1.0,6.0,2.0,0.0,1.0,1.0,47,1.0,4.71,365,4.82,4.65,6.0,4.88,322,7.0,4.59,6.0
6129,4.8,4.8,4.97,8.0,27.0,19.429622,-99.2005272,42,15,0.0,6.0,2.0,0.0,1.0,1.0,72,1.0,4.77,365,4.77,4.86,6.0,4.88,337,10.9,4.74,6.0
6130,4.71,4.71,4.94,8.0,27.0,19.429622,-99.2005272,52,23,0.0,6.0,2.0,0.0,1.0,4.0,82,1.0,4.74,365,4.77,4.87,6.0,4.85,357,50.0,4.68,6.0
6131,4.94,4.94,4.87,3.0,71.0,19.39885,-99.13975,0,0,2.0,2.0,5.0,0.0,1.0,0.0,23,3.0,4.94,1125,4.9,4.97,3.0,4.94,298,7.0,4.93,2.0
6132,4.83,4.83,5.0,8.0,111.0,19.429622,-99.2005272,35,10,1.0,6.0,4.0,0.0,1.0,2.0,63,2.0,4.88,365,4.81,4.9,6.0,4.93,333,24.0,4.82,6.0
6133,4.9,4.9,5.0,7.3,80.0,19.429848,-99.192482,47,24,2.0,2.5,5.0,0.0,1.0,2.0,77,2.0,4.81,365,4.91,4.91,6.2,4.85,352,13.0,4.8,4.9
6134,4.98,4.98,4.98,6.0,97.0,19.37842,-99.17315,30,11,3.0,1.0,7.0,0.0,2.0,3.0,55,1.6,4.99,30,5.0,5.0,5.0,4.98,213,28.0,4.99,1.0
6135,4.3,4.9,4.6,4.0,10.0,19.41276,-99.17196,17,17,1.0,1.0,1.0,1.0,2.0,0.0,19,2.0,4.8,666,4.8,4.9,2.0,4.6,224,0.0,4.5,2.0
6136,4.81,4.81,4.76,3.0,110.0,19.41368,-99.16547,32,19,3.0,2.0,6.0,0.0,1.0,0.9,57,3.0,4.77,365,4.91,4.76,2.0,4.86,329,32.0,4.71,2.0
6137,4.97,4.97,4.97,4.0,61.0,19.36886,-99.17648,0,0,2.0,4.0,4.0,0.0,3.0,2.0,0,1.6,4.74,120,4.95,4.9,4.0,5.0,86,4.0,4.89,4.0
6138,4.793877426390403,4.793877426390403,4.845981243184297,3.0,0.0,19.37867,-99.171,0,0,1.5696453569762017,0.0,1.0,1.0,1.6,0.0,0,1.9678361335646877,4.757116810608044,365,4.761881788440568,4.829862595419848,1.0,4.843370556161396,0,0.0,4.725268047982552,1.0
6139,4.69,4.69,4.97,3.0,32.0,19.42013,-99.15693,52,26,0.0,2.0,4.0,0.0,2.0,0.0,82,3.0,4.66,999,4.5,4.59,3.0,4.72,357,3.0,4.69,2.0
6140,4.83,4.83,4.73,3.0,27.0,19.414096370974736,-99.16546147455716,43,19,3.0,2.0,6.0,0.0,1.0,3.0,73,3.0,4.79,365,4.94,4.75,2.0,4.71,345,34.0,4.77,2.0
6141,5.0,5.0,4.89,1.0,9.0,19.4,-99.16758,13,0,1.0,1.0,1.0,0.0,1.0,0.0,43,1.0,4.78,1125,5.0,4.89,1.0,4.89,133,0.0,4.89,1.0
6142,4.45,4.9,4.9,1.0,11.0,19.4,-99.15544,26,3,1.0,0.0,2.0,1.0,2.0,0.0,56,2.0,4.73,45,4.8,4.73,1.0,4.82,56,1.0,4.55,1.0
6143,4.793877426390403,4.793877426390403,4.845981243184297,1.0,0.0,19.38795,-99.19276,53,23,1.0,0.0,2.0,1.0,1.0,0.0,83,1.0,4.757116810608044,1125,4.761881788440568,4.829862595419848,1.0,4.843370556161396,358,0.0,4.725268047982552,1.0
6144,5.0,5.0,4.78,1.0,18.0,19.33585,-99.20521,9,0,1.0,0.0,1.0,1.0,3.0,1.0,23,1.0,4.89,1125,5.0,5.0,1.0,5.0,280,7.0,4.94,1.0
6145,4.81,4.81,4.87,6.0,31.0,19.4523,-99.15987,34,16,2.0,5.0,2.0,0.0,1.6,1.0,64,2.0,4.84,30,4.74,4.94,6.0,4.9,339,17.0,4.84,5.0
6146,4.95,4.95,4.96,1.0,27.0,19.38656,-99.18166,22,9,3.0,1.0,6.0,0.0,2.0,2.0,52,3.0,4.96,1125,4.94,4.96,1.0,4.96,122,30.0,4.94,1.0
6147,4.94,4.94,4.84,4.0,90.0,19.40662224352865,-99.1604400861681,23,0,1.0,3.0,1.0,0.0,2.0,0.0,53,1.0,4.91,1125,4.94,4.99,4.0,5.0,328,21.0,4.9,3.0
6148,4.6,4.6,4.9,4.0,10.0,19.36802,-99.12267,54,24,1.0,0.0,1.0,2.0,3.0,0.0,84,1.0,4.6,1125,4.5,4.7,3.0,4.6,359,1.0,4.5,2.0
6149,4.6,4.6,4.9,19.0,15.0,19.36133,-99.2,59,29,1.0,3.0,1.0,0.0,1.0,0.0,89,2.0,4.67,1125,4.73,5.0,3.0,4.67,364,1.0,4.73,3.0
6150,4.89,4.89,4.85,18.0,95.0,19.35179,-99.14774,4,0,1.0,2.0,4.0,0.0,2.0,0.0,34,1.0,4.88,452,4.85,4.94,17.0,4.98,309,14.0,4.77,2.0
6151,4.88,4.88,4.99,7.3,75.0,19.4298586,-99.1924686,52,22,1.0,2.5,3.0,0.0,1.0,0.0,82,1.0,4.91,365,4.88,4.96,6.2,4.89,357,6.0,4.8,4.9
6152,4.88,4.88,5.0,7.3,51.0,19.429848,-99.192482,49,26,1.0,2.5,3.0,0.0,1.0,2.0,67,1.0,4.82,365,4.84,4.94,6.2,4.94,342,3.0,4.69,4.9
6153,5.0,5.0,4.96,2.0,23.0,19.425317274898543,-99.16021311112442,21,8,1.0,2.0,2.0,0.0,2.0,1.0,51,1.0,5.0,90,4.96,4.91,2.0,5.0,51,21.0,4.96,2.0
6154,4.65,4.65,4.85,7.3,46.0,19.429848,-99.192482,47,17,1.0,2.5,2.0,0.0,1.0,0.0,77,1.0,4.65,365,4.72,4.78,6.2,4.83,352,2.0,4.57,4.9
6155,4.89,4.89,4.94,7.3,105.0,19.429848,-99.192482,31,19,2.0,2.5,7.0,0.0,1.0,0.0,57,3.0,4.83,365,4.88,4.94,6.2,4.89,332,4.0,4.83,4.9
6156,4.25,4.9,4.9,1.0,4.0,19.45566,-99.18777,0,0,2.0,0.0,4.0,1.0,1.0,0.0,0,1.6,4.5,1125,4.5,4.9,1.0,4.9,82,0.0,4.5,1.0
